,predicted
11395,1
11396,13
11397,12
11398,6
11399,12
11400,2
11401,8
11402,0
11403,13
11404,10
11405,12
11406,19
11407,1
11408,1
11409,0
11410,5
11411,12
11412,17
11413,9
11414,10
11415,0
11416,5
11417,3
11418,1
11419,5
11420,1
11421,19
11422,12
11423,0
11424,0
11425,12
11426,10
11427,10
11428,13
11429,9
11430,9
11431,18
11432,9
11433,17
11434,0
11435,1
11436,12
11437,13
11438,0
11439,0
11440,10
11441,8
11442,9
11443,16
11444,0
11445,10
11446,2
11447,13
11448,8
11449,1
11450,10
11451,13
11452,6
11453,17
11454,19
11455,13
11456,0
11457,1
11458,1
11459,0
11460,1
11461,2
11462,8
11463,1
11464,13
11465,10
11466,12
11467,10
11468,1
11469,9
11470,10
11471,3
11472,12
11473,10
11474,1
11475,12
11476,1
11477,13
11478,0
11479,9
11480,0
11481,0
11482,0
11483,0
11484,0
11485,10
11486,1
11487,11
11488,19
11489,11
11490,10
11491,17
11492,0
11493,13
11494,0
11495,17
11496,0
11497,3
11498,1
11499,10
11500,19
11501,10
11502,9
11503,13
11504,13
11505,17
11506,0
11507,9
11508,13
11509,12
11510,10
11511,1
11512,1
11513,14
11514,2
11515,13
11516,5
11517,13
11518,12
11519,0
11520,8
11521,0
11522,18
11523,2
11524,10
11525,10
11526,13
11527,15
11528,11
11529,1
11530,13
11531,0
11532,17
11533,1
11534,1
11535,12
11536,8
11537,19
11538,13
11539,0
11540,10
11541,13
11542,9
11543,13
11544,1
11545,13
11546,0
11547,13
11548,17
11549,0
11550,12
11551,0
11552,12
11553,10
11554,1
11555,10
11556,1
11557,1
11558,9
11559,13
11560,2
11561,8
11562,1
11563,2
11564,9
11565,17
11566,9
11567,19
11568,1
11569,12
11570,19
11571,8
11572,1
11573,12
11574,1
11575,0
11576,1
11577,0
11578,9
11579,1
11580,13
11581,1
11582,9
11583,9
11584,10
11585,8
11586,17
11587,2
11588,10
11589,17
11590,12
11591,19
11592,13
11593,3
11594,0
11595,0
11596,12
11597,1
11598,1
11599,10
11600,13
11601,0
11602,0
11603,17
11604,17
11605,10
11606,0
11607,13
11608,0
11609,1
11610,9
11611,2
11612,13
11613,10
11614,1
11615,2
11616,9
11617,19
11618,17
11619,1
11620,17
11621,1
11622,17
11623,1
11624,0
11625,19
11626,1
11627,0
11628,10
11629,7
11630,13
11631,13
11632,8
11633,1
11634,19
11635,0
11636,2
11637,12
11638,0
11639,12
11640,4
11641,19
11642,13
11643,10
11644,18
11645,13
11646,0
11647,0
11648,1
11649,10
11650,2
11651,17
11652,7
11653,12
11654,17
11655,10
11656,13
11657,12
11658,0
11659,9
11660,12
11661,11
11662,0
11663,19
11664,12
11665,1
11666,13
11667,10
11668,0
11669,1
11670,10
11671,11
11672,10
11673,10
11674,9
11675,9
11676,10
11677,10
11678,13
11679,10
11680,11
11681,17
11682,0
11683,19
11684,0
11685,17
11686,12
11687,0
11688,17
11689,0
11690,1
11691,10
11692,10
11693,19
11694,11
11695,1
11696,12
11697,0
11698,0
11699,17
11700,0
11701,11
11702,1
11703,2
11704,13
11705,1
11706,8
11707,0
11708,10
11709,2
11710,0
11711,9
11712,10
11713,0
11714,19
11715,0
11716,1
11717,0
11718,8
11719,1
11720,15
11721,12
11722,13
11723,2
11724,9
11725,1
11726,1
11727,1
11728,12
11729,10
11730,0
11731,19
11732,9
11733,13
11734,7
11735,18
11736,10
11737,0
11738,13
11739,1
11740,0
11741,5
11742,11
11743,14
11744,10
11745,10
11746,2
11747,11
11748,19
11749,13
11750,14
11751,17
11752,11
11753,10
11754,13
11755,8
11756,13
11757,13
11758,0
11759,12
11760,2
11761,12
11762,10
11763,12
11764,19
11765,0
11766,0
11767,1
11768,11
11769,8
11770,11
11771,2
11772,2
11773,1
11774,0
11775,17
11776,1
11777,17
11778,0
11779,1
11780,10
11781,1
11782,10
11783,1
11784,1
11785,12
11786,3
11787,1
11788,10
11789,1
11790,11
11791,13
11792,19
11793,9
11794,1
11795,13
11796,10
11797,8
11798,0
11799,13
11800,19
11801,1
11802,13
11803,10
11804,12
11805,13
11806,3
11807,0
11808,6
11809,7
11810,13
11811,11
11812,1
11813,8
11814,12
11815,13
11816,13
11817,13
11818,18
11819,13
11820,9
11821,6
11822,2
11823,0
11824,0
11825,9
11826,8
11827,17
11828,10
11829,1
11830,2
11831,10
11832,13
11833,13
11834,9
11835,2
11836,0
11837,5
11838,10
11839,8
11840,0
11841,12
11842,13
11843,0
11844,1
11845,17
11846,18
11847,17
11848,9
11849,12
11850,11
11851,3
11852,0
11853,1
11854,1
11855,0
11856,12
11857,2
11858,9
11859,10
11860,1
11861,19
11862,12
11863,9
11864,10
11865,12
11866,7
11867,1
11868,13
11869,17
11870,19
11871,2
11872,18
11873,1
11874,17
11875,11
11876,19
11877,1
11878,8
11879,12
11880,12
11881,19
11882,1
11883,10
11884,12
11885,10
11886,3
11887,1
11888,8
11889,10
11890,7
11891,0
11892,8
11893,1
11894,1
11895,8
11896,10
11897,10
11898,10
11899,19
11900,12
11901,12
11902,9
11903,0
11904,0
11905,19
11906,3
11907,1
11908,9
11909,0
11910,17
11911,19
11912,12
11913,1
11914,10
11915,10
11916,3
11917,13
11918,0
11919,10
11920,13
11921,0
11922,12
11923,7
11924,16
11925,3
11926,12
11927,12
11928,1
11929,1
11930,1
11931,0
11932,1
11933,1
11934,9
11935,11
11936,0
11937,1
11938,2
11939,3
11940,12
11941,0
11942,0
11943,15
11944,1
11945,8
11946,3
11947,2
11948,19
11949,1
11950,9
11951,11
11952,13
11953,13
11954,18
11955,0
11956,10
11957,10
11958,0
11959,9
11960,16
11961,1
11962,0
11963,12
11964,13
11965,9
11966,8
11967,13
11968,12
11969,13
11970,10
11971,13
11972,10
11973,9
11974,13
11975,13
11976,11
11977,12
11978,12
11979,1
11980,16
11981,11
11982,8
11983,0
11984,0
11985,18
11986,12
11987,17
11988,9
11989,6
11990,13
11991,0
11992,1
11993,9
11994,0
11995,0
11996,1
11997,3
11998,2
11999,1
12000,1
12001,9
12002,0
12003,13
12004,0
12005,12
12006,2
12007,10
12008,0
12009,10
12010,18
12011,5
12012,12
12013,10
12014,10
12015,17
12016,11
12017,17
12018,13
12019,10
12020,0
12021,1
12022,1
12023,1
12024,2
12025,12
12026,2
12027,19
12028,2
12029,10
12030,11
12031,18
12032,13
12033,0
12034,0
12035,8
12036,8
12037,11
12038,18
12039,1
12040,10
12041,12
12042,11
12043,13
12044,1
12045,12
12046,12
12047,13
12048,10
12049,8
12050,11
12051,8
12052,13
12053,12
12054,16
12055,13
12056,0
12057,10
12058,19
12059,1
12060,10
12061,0
12062,8
12063,13
12064,1
12065,8
12066,10
12067,0
12068,4
12069,17
12070,0
12071,18
12072,13
12073,13
12074,8
12075,19
12076,12
12077,9
12078,11
12079,13
12080,11
12081,10
12082,0
12083,2
12084,19
12085,12
12086,9
12087,17
12088,0
12089,12
12090,7
12091,8
12092,12
12093,3
12094,2
12095,13
12096,1
12097,14
12098,2
12099,2
12100,2
12101,10
12102,0
12103,2
12104,0
12105,8
12106,17
12107,3
12108,19
12109,17
12110,2
12111,8
12112,9
12113,1
12114,10
12115,12
12116,10
12117,0
12118,1
12119,9
12120,9
12121,1
12122,13
12123,11
12124,17
12125,12
12126,18
12127,1
12128,0
12129,8
12130,10
12131,0
12132,12
12133,7
12134,0
12135,13
12136,12
12137,1
12138,9
12139,2
12140,19
12141,10
12142,1
12143,12
12144,0
12145,1
12146,10
12147,0
12148,10
12149,12
12150,12
12151,10
12152,0
12153,14
12154,10
12155,10
12156,0
12157,1
12158,1
12159,12
12160,1
12161,14
12162,10
12163,19
12164,1
12165,0
12166,8
12167,2
12168,1
12169,11
12170,12
12171,12
12172,17
12173,3
12174,10
12175,18
12176,2
12177,0
12178,13
12179,9
12180,12
12181,12
12182,0
12183,12
12184,18
12185,6
12186,10
12187,0
12188,12
12189,1
12190,18
12191,1
12192,13
12193,0
12194,12
12195,17
12196,1
12197,19
12198,3
12199,13
12200,1
12201,5
12202,10
12203,8
12204,1
12205,1
12206,17
12207,8
12208,17
12209,9
12210,3
12211,10
12212,12
12213,13
12214,8
12215,0
12216,2
12217,11
12218,12
12219,8
12220,0
12221,12
12222,0
12223,13
12224,0
12225,2
12226,0
12227,19
12228,1
12229,13
12230,1
12231,10
12232,9
12233,10
12234,1
12235,1
12236,0
12237,13
12238,5
12239,0
12240,13
12241,2
12242,12
12243,19
12244,8
12245,5
12246,1
12247,12
12248,12
12249,10
12250,11
12251,1
12252,13
12253,8
12254,1
12255,2
12256,9
12257,9
12258,1
12259,10
12260,11
12261,19
12262,2
12263,10
12264,9
12265,3
12266,18
12267,11
12268,19
12269,11
12270,10
12271,2
12272,1
12273,2
12274,1
12275,0
12276,17
12277,1
12278,11
12279,8
12280,13
12281,13
12282,13
12283,10
12284,13
12285,11
12286,19
12287,12
12288,9
12289,0
12290,10
12291,10
12292,12
12293,1
12294,8
12295,10
12296,9
12297,5
12298,0
12299,18
12300,13
12301,12
12302,13
12303,8
12304,19
12305,12
12306,10
12307,0
12308,2
12309,12
12310,19
12311,18
12312,10
12313,11
12314,11
12315,11
12316,19
12317,11
12318,11
12319,0
12320,2
12321,1
12322,15
12323,9
12324,13
12325,0
12326,10
12327,10
12328,13
12329,0
12330,2
12331,0
12332,1
12333,12
12334,2
12335,1
12336,1
12337,12
12338,10
12339,2
12340,13
12341,12
12342,3
12343,19
12344,18
12345,10
12346,9
12347,10
12348,13
12349,0
12350,9
12351,1
12352,13
12353,17
12354,19
12355,8
12356,1
12357,0
12358,1
12359,3
12360,19
12361,0
12362,10
12363,19
12364,0
12365,13
12366,9
12367,2
12368,2
12369,12
12370,8
12371,9
12372,13
12373,1
12374,13
12375,10
12376,19
12377,10
12378,17
12379,0
12380,0
12381,1
12382,3
12383,0
12384,9
12385,0
12386,0
12387,9
12388,1
12389,1
12390,10
12391,10
12392,12
12393,10
12394,13
12395,0
12396,10
12397,13
12398,9
12399,10
12400,9
12401,11
12402,1
12403,13
12404,5
12405,12
12406,12
12407,0
12408,8
12409,10
12410,18
12411,2
12412,2
12413,1
12414,10
12415,1
12416,1
12417,10
12418,1
12419,10
12420,12
12421,13
12422,1
12423,11
12424,1
12425,1
12426,1
12427,9
12428,1
12429,8
12430,1
12431,17
12432,1
12433,13
12434,1
12435,0
12436,0
12437,10
12438,13
12439,2
12440,17
12441,11
12442,2
12443,1
12444,0
12445,12
12446,13
12447,9
12448,10
12449,12
12450,10
12451,13
12452,19
12453,8
12454,19
12455,16
12456,10
12457,8
12458,0
12459,2
12460,13
12461,1
12462,12
12463,10
12464,1
12465,0
12466,12
12467,13
12468,11
12469,1
12470,1
12471,1
12472,8
12473,17
12474,0
12475,1
12476,12
12477,12
12478,2
12479,1
12480,10
12481,11
12482,13
12483,18
12484,10
12485,0
12486,4
12487,12
12488,0
12489,10
12490,1
12491,12
12492,13
12493,13
12494,1
12495,19
12496,10
12497,0
12498,1
12499,18
12500,13
12501,9
12502,17
12503,1
12504,1
12505,0
12506,19
12507,1
12508,9
12509,13
12510,8
12511,13
12512,0
12513,12
12514,10
12515,0
12516,0
12517,0
12518,8
12519,17
12520,18
12521,19
12522,0
12523,0
12524,6
12525,1
12526,0
12527,13
12528,1
12529,9
12530,0
12531,11
12532,13
12533,3
12534,12
12535,13
12536,19
12537,1
12538,10
12539,9
12540,18
12541,12
12542,13
12543,12
12544,13
12545,0
12546,17
12547,8
12548,11
12549,1
12550,13
12551,13
12552,12
12553,3
12554,10
12555,13
12556,8
12557,12
12558,12
12559,12
12560,1
12561,8
12562,1
12563,2
12564,12
12565,2
12566,8
12567,12
12568,7
12569,13
12570,0
12571,11
12572,18
12573,1
12574,10
12575,1
12576,13
12577,1
12578,12
12579,12
12580,1
12581,2
12582,1
12583,10
12584,19
12585,12
12586,1
12587,1
12588,9
12589,2
12590,0
12591,1
12592,0
12593,0
12594,9
12595,12
12596,10
12597,13
12598,1
12599,1
12600,7
12601,8
12602,13
12603,12
12604,10
12605,10
12606,18
12607,1
12608,11
12609,1
12610,9
12611,17
12612,2
12613,0
12614,10
12615,1
12616,8
12617,0
12618,1
12619,7
12620,19
12621,1
12622,17
12623,2
12624,4
12625,1
